name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence
Cinnamon,Hayley Williams,4yn2FLKCyXU4TMUXc7vdrD,0.674,0.693,-4.955,0.073,0.17,105.944,0.301,0.799
Simmer,Hayley Williams,4O2XaXdnpyUPj90lNq1bIR,0.781,0.598,-7.418,0.043,0.213,109.97,0.118,0.362
Roses/Lotus/Violet/Iris,Hayley Williams,5cAaB8kLh7tNb399XKhEVY,0.638,0.632,-9.36,0.0494,0.0937,99.009,0.248,0.392
Something's Missing,John Mayer,4ibzxSKw3a6rtIorruN5GO,0.545,0.899,-3.41,0.0302,0.0989,152.027,0.131,0.531
Young & Unafraid,The Moth & The Flame,5MXTJktozOCF1KInWzVH5B,0.513,0.821,-5.148,0.0524,0.00391,97.994,0.121,0.279
That Dress,The Pale White,4I9qjUCx8jFQkFFi5Eyt5x,0.571,0.81,-4.823,0.0588,0.00657,128.163,0.253,0.505
Daydream / Wetdream / Nightmare,Saint Motel,3UYFbRnkJlvm4POhrtsEL7,0.292,0.74,-6.444,0.0758,0.117,91.973,0.0938,0.193
Танцы,ssshhhiiittt!,4uvPHhztrova6a2170ibiz,0.481,0.972,-1.647,0.0576,0.144,159.905,0.789,0.856
Silvertongue,Young the Giant,0yTJtxZJ5VLfBEHhiNUNeY,0.673,0.789,-4.288,0.0408,0.00975,100.043,0.752,0.841
The Fear,The Score,2cppGOIz0cuDnKoGzrDsJQ,0.498,0.628,-5.709,0.0317,0.00686,138.099,0.362,0.218
If Only,Dave Matthews Band,0xPRwuhq3dvQlhgLM7fYr5,0.702,0.63,-8.203,0.0294,0.574,99.023,0.0816,0.536
Fall for Anything,The Script,7nzxCxfYbFljX6lYVMvNW6,0.558,0.842,-4.381,0.034,0.117,123.048,0.0672,0.491
Before the Worst,The Script,1DOOo1ZgHE8vhi2eXKDOLn,0.588,0.928,-4.231,0.0435,0.141,115.097,0.655,0.405
We Cry,The Script,3hDan0Z3pdxgXhdupXsdup,0.555,0.881,-4.604,0.0642,0.0479,91.883,0.351,0.663
Talk You Down,The Script,5ZoPAgU6ckwOYHiR3Ap9Wx,0.532,0.909,-3.912,0.0421,0.0526,135.97,0.158,0.42
The Man Who Can't Be Moved,The Script,2Vq4bs08YppE2hqA2vpEcr,0.609,0.629,-5.024,0.0264,0.425,99.955,0.0978,0.325
Rusty Halo,The Script,0Zi58AthwLHIpMjxduv9gZ,0.523,0.932,-3.359,0.0374,0.00698,152.043,0.328,0.844
You Won't Feel a Thing,The Script,0vmbHBKWMkISiyKLqGPAba,0.487,0.871,-3.263,0.0315,0.00868,141.048,0.294,0.333
This = Love,The Script,0axZ1pkds89AVTvko3zg7z,0.319,0.753,-4.745,0.0457,0.057,93.806,0.0621,0.579
Nothing,The Script,3cdhgO3vgHyOIADMXokd2t,0.47,0.837,-4.963,0.0396,0.00387,157.044,0.117,0.522
Gives You Hell,The All-American Rejects,6ihL9TjfRjadfEePzXXyVF,0.718,0.691,-6.44,0.0387,0.0159,100.008,0.0627,0.552
Out of It,The Story So Far,3XSHoPUiTR7cvQoQPHGb8E,0.381,0.939,-3.255,0.0523,0.000157,173.02,0.389,0.635
Casa na Praia,Primeira Dama,3T9BxdOjmxTl1f5GktqRun,0.295,0.424,-10.122,0.0437,0.78,117.34,0.109,0.0645
Sono Com Medo,Primeira Dama,1Ug6cD12V9Z43nyWAGuWQZ,0.454,0.745,-10.401,0.0412,0.189,173.525,0.149,0.534
Senhora do Monte,Primeira Dama,0CjNkTxKl7QFNhY8K704oi,0.448,0.589,-9.279,0.0373,0.459,214.969,0.127,0.719
Rita,Primeira Dama,5a3xaU8Xq6mtUnnFD1kAUZ,0.497,0.334,-10.538,0.029,0.869,117.071,0.109,0.111
Enredo,Primeira Dama,79PsHhZeX0FeDi4dohb5Ht,0.421,0.399,-7.643,0.0346,0.0764,115.942,0.128,0.226
Não Passa Nada,Primeira Dama,0wUedZAB7jRduL9BqSk8xl,0.239,0.401,-7.915,0.0332,0.28,112.586,0.143,0.218
Mareh,Primeira Dama,29lphpCiKpUvGAeRrMPBSP,0.153,0.471,-11.804,0.0383,0.856,140.566,0.111,0.209
Às Vezes,Bejaflor,4KGeXklnFRpuWfZ7Cj1Mey,0.742,0.578,-10.737,0.117,0.509,116.792,0.372,0.438
Nem Vi,Bejaflor,0qFck4T1TpeFdQShx28XkQ,0.387,0.507,-10.015,0.0365,0.61,118.498,0.0848,0.385
Pressa P'ra Crescer,Bejaflor,71fFNvmHZn11tiU5QCCWDl,0.763,0.391,-11.711,0.0498,0.0773,119.988,0.0328,0.928
Se Eu Ficar,Bejaflor,5XaaLrT2WdAU1GViUCM1FI,0.543,0.575,-11.237,0.039,0.488,79.61,0.0842,0.648
Esquecer,Bejaflor,5Zfv0ewyAo0q0cZt41G1Ed,0.588,0.648,-10.328,0.0398,0.499,83.497,0.0488,0.845
Friend Zone,Thundercat,1QqJP4E1i6EaocGqa9jxIn,0.589,0.829,-4.961,0.0353,0.265,107.003,0.114,0.242
Oh Sheit it's X,Thundercat,6EidGY4S6hkU6fwNdSSabg,0.632,0.682,-8.052,0.0459,0.000323,122.983,0.142,0.532
Them Changes,Thundercat,7CH99b2i1TXS5P8UUyWtnM,0.657,0.562,-8.6,0.0601,0.54,81.657,0.101,0.704
Uh Uh,Thundercat,0YUqBFAH5myAV0An8Gjqf3,0.527,0.993,-10.057,0.0634,0.111,158.123,0.164,0.585
Seven,Thundercat,1yTchZY8agOgavp18uw8jw,0.744,0.694,-10.368,0.0757,0.017,148.008,0.631,0.196
The Turn Down,Thundercat,5GRQNKS6OycF2szRJjknI7,0.484,0.376,-10.959,0.0859,0.896,80.621,0.109,0.554
Jameel's Space Ride,Thundercat,1mulnYEUXkVd1G0jdtrSvC,0.848,0.629,-9.676,0.0443,0.796,140.094,0.09,0.865
Tokyo,Thundercat,0Att3l6OhP6j87mEjxA758,0.364,0.687,-11.578,0.108,0.461,151.602,0.22,0.628
Captain Stupido,Thundercat,5YQaBBIKKsmTkWaCJGrxPO,0.658,0.69,-7.866,0.0388,0.238,103.833,0.1,0.638
How Sway,Thundercat,0f1a35ZvjSHvNGRqWIzh9J,0.521,0.865,-8.961,0.0567,0.446,160.023,0.147,0.441
Chonks,Snarky Puppy,1jYnuDUosk8KSfQc4OielX,0.44,0.702,-6.779,0.055,0.0418,174.093,0.0863,0.698
What About Me?,Snarky Puppy,1MglqgabKH4iSkw8xHJ0J9,0.386,0.917,-8.089,0.103,0.0285,127.315,0.878,0.568
Deadcrush,alt-J,4mAeYP6WtMW4yQTbAd4PRV,0.648,0.614,-6.623,0.0586,0.0879,142.992,0.11,0.573
In Cold Blood,alt-J,3bmxsQVFi8k7qfM5ULU8Me,0.491,0.748,-5.471,0.0374,0.143,143.448,0.273,0.59
Hunger Of The Pine,alt-J,3Z0YN50RzRtmYre1bRG8H6,0.6,0.416,-9.553,0.0257,0.776,93.625,0.109,0.0786
Breezeblocks,alt-J,3Wu6MhnZuLuzfH5wFC2g9i,0.611,0.643,-7.372,0.037,0.117,74.991,0.131,0.258
Every Other Freckle,alt-J,0HV1cGoX5ASBlPA1pqH8fG,0.528,0.707,-7.626,0.0822,0.625,143.802,0.116,0.502
Taro,alt-J,36ylLzMtvJ2CItc7bN4TcF,0.35,0.476,-10.653,0.034,0.765,171.938,0.0785,0.293
Self Control,Frank Ocean,5GUYJTQap5F3RDQiCOJhrS,0.572,0.209,-10.413,0.0313,0.765,80.069,0.356,0.446
Nights,Frank Ocean,7eqoqGkKwgOaWNNHx90uEZ,0.466,0.548,-9.362,0.118,0.42,89.815,0.113,0.423
Seigfried,Frank Ocean,1BViPjTT585XAhkUUrkts0,0.377,0.255,-11.165,0.0387,0.975,125.004,0.102,0.37
Nikes,Frank Ocean,19YKaevk2bce4odJkP5L22,0.543,0.394,-9.637,0.0864,0.695,137.811,0.108,0.118
Pink + White,Frank Ocean,3xKsf9qdS1CyvXSMEid6g8,0.544,0.552,-7.45,0.0991,0.67,159.738,0.415,0.554
Solo,Frank Ocean,35xSkNIXi504fcEwz9USRB,0.444,0.287,-10.631,0.0375,0.849,124.027,0.161,0.246
Ivy,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,0.567,0.388,-9.579,0.0384,0.782,116.362,0.248,0.452
White Ferrari,Frank Ocean,2LMkwUfqC6S6s6qDVlEuzV,0.444,0.0924,-15.605,0.0366,0.784,108.917,0.304,0.219
Close To You,Frank Ocean,1VZLEW5ZfcAbKZ94XQiSZF,0.827,0.673,-8.401,0.23,0.192,78.007,0.146,0.779
Thinkin Bout You,Frank Ocean,5mphdlILgAq3vh1MSvAJTS,0.721,0.339,-11.195,0.0532,0.409,129.83,0.0973,0.2
You Deserve This,Men I Trust,254ybNwQUpo3zbyBb41KMk,0.559,0.422,-8.781,0.0278,0.726,130.021,0.0916,0.264
Humming Man,Men I Trust,7HVxy3Kr59FJ70NhhzEo2a,0.63,0.45,-10.771,0.0407,0.311,92.053,0.201,0.377
Mono,Primeira Dama,4AHsL0057U7w3hCwXfxOdk,0.251,0.42,-9.804,0.0411,0.843,127.453,0.133,0.0732
Videotape,Radiohead,3uxhyRdWVXp7GQvERQl6fA,0.581,0.384,-11.195,0.0336,0.697,77.412,0.0889,0.0466
Nude,Radiohead,5k7VKj1Xwy5DjO4B0PdAOb,0.537,0.342,-9.785,0.0338,0.833,128.331,0.0856,0.156
All I Need,Radiohead,51ygW389BW4Dut3B69pSwc,0.668,0.477,-8.709,0.0358,0.517,88.005,0.139,0.0966
The Moment,Tame Impala,6GpH4Q5hUKzMvMoO4n5itq,0.327,0.825,-6.045,0.0649,0.000257,119.138,0.0965,0.463
Wait a Minute!,WILLOW,0y60itmpH0aPKsFiGxmtnh,0.764,0.705,-5.279,0.0278,0.0371,101.003,0.0943,0.672
"Female Energy, Part 2",WILLOW,0W95eMaAxNVYTquOsXXkC5,0.539,0.39,-8.341,0.0293,0.0143,119.791,0.174,0.361
PrettyGirlz,WILLOW,3NYq7c5AIUiubPz9UZl82h,0.385,0.547,-9.005,0.0525,0.0331,73.107,0.636,0.354
Like A Bird,WILLOW,4dyWgfMl31gv7vv19Tok4D,0.349,0.379,-8.389,0.03,0.469,103.754,0.153,0.0621
Dust,The Neighbourhood,7inCfDM4S3xsVzgOUqSJOH,0.348,0.442,-7.676,0.0637,0.0971,198.227,0.112,0.0674
You Get Me So High,The Neighbourhood,7zwn1eykZtZ5LODrf7c0tS,0.551,0.881,-6.099,0.0542,0.186,88.036,0.152,0.387
Stuck with Me,The Neighbourhood,6eMeqiSoQYtM8u3vvfth21,0.538,0.742,-6.365,0.0521,0.018,165.951,0.152,0.425
Scary Love,The Neighbourhood,6TA5aymvVrtiPVbuAwmPIc,0.595,0.636,-5.981,0.0312,9.45e-05,112.008,0.196,0.147
Compass,The Neighbourhood,0YNtAadZvKBBEFARtfoCV8,0.7,0.82,-5.499,0.0329,0.238,109.998,0.658,0.667
Blue,The Neighbourhood,3BQbwXb8lMLLRBeLl6HTu8,0.56,0.598,-8.386,0.0388,0.524,82.991,0.172,0.388
Heaven,The Neighbourhood,3dMPLD8cuzTtFLv8E7homA,0.55,0.716,-7.403,0.0399,0.0617,75.012,0.134,0.273
Default,Atoms For Peace,1RXnyc0zTy3aDeUxmixsev,0.793,0.855,-4.863,0.0859,0.0546,159.011,0.094,0.697
Ingenue,Atoms For Peace,6jRAiWrKhURIcFGPEeMnsD,0.684,0.542,-10.559,0.0382,0.836,96.88,0.133,0.441
Everything In Its Right Place,Radiohead,5AiNZnMDCWwujIENPj9PV9,0.293,0.462,-11.412,0.0453,0.699,124.004,0.0954,0.0623
Burn the Witch,Radiohead,3pcCifdPTc2BbqmWpEhtUd,0.541,0.847,-6.52,0.0297,0.303,148.937,0.109,0.62
Lotus Flower,Radiohead,1amSa5xo79zINsgrpNlNge,0.721,0.676,-8.78,0.0321,0.0895,127.997,0.0826,0.621
I Will,Radiohead,28VoI90xDBoKe5sP3sP5jW,0.254,0.133,-14.06,0.0326,0.946,75.234,0.113,0.169
Pyramid Song,Radiohead,3A9vIxzGBjEfqmDK7H9exS,0.127,0.335,-8.298,0.0329,0.786,77.078,0.111,0.0686
How To Disappear Completely,Radiohead,69pwmeyvQMuHMtkCmpEWhQ,0.168,0.302,-11.645,0.0344,0.315,102.041,0.11,0.205
Suspirium,Thom Yorke,0rlfGg5Ym6J9AA97ah7voH,0.473,0.217,-15.662,0.032,0.989,151.002,0.134,0.441
Open Again,Thom Yorke,18J18madM6frGZE09uBzVo,0.335,0.731,-11.024,0.0677,0.625,120.129,0.479,0.127
Unmade,Thom Yorke,3Cs3xZgZCL2vRwKTBnoAG8,0.186,0.3,-12.141,0.0368,0.974,96.563,0.0672,0.0877
Phone Call,Washed Out,12HcWfszOZZBZRusrhtHKs,0.632,0.969,-4.936,0.14,0.437,113.008,0.164,0.515
Warm Honey,WILLOW,2fsQGg0FeTVHdaIkKIxSFF,0.601,0.506,-7.86,0.0335,0.512,85.029,0.107,0.254
Samo Is Now,WILLOW,1xxd9UtC5bqqWZshWsFsXP,0.468,0.457,-8.939,0.0302,0.382,99.954,0.106,0.154
Warm,Stevan,2zzldYqJksnnZhEnsBqO3c,0.599,0.918,-6.506,0.039,0.0671,94.991,0.0722,0.969
Entertain,THE ANXIETY,0X2iwSnCOXMw4RkEjRytX6,0.572,0.731,-8.582,0.074,0.466,91.731,0.129,0.456
The System,THE ANXIETY,4DkRY1EhiSx4vWSmtGJKBi,0.543,0.718,-6.167,0.0823,0.605,80.022,0.157,0.325
iMi,Bon Iver,5p2vqFW6PVyE38GJlCVIHv,0.489,0.396,-11.57,0.053,0.889,134.131,0.203,0.523
"Hey, Ma",Bon Iver,0d6bZwEAi1XblGRhnzPfgC,0.411,0.285,-10.97,0.0306,0.872,72.139,0.0993,0.213
Sh'Diah,Bon Iver,0Ncb7nwBtO0cl9SwuSTHwH,0.244,0.261,-11.007,0.03,0.888,54.406,0.15,0.0442
Body,Danger Incorporated,58TSrwMMORlhhjUiCqT36p,0.621,0.372,-12.613,0.156,0.172,90.148,0.125,0.225
Two Weeks,Grizzly Bear,0iTpQYzJnYgh7kIxyq8A2O,0.537,0.712,-5.597,0.0286,0.289,159.871,0.08,0.704
SLOW DANCING IN THE DARK,Joji,0rKtyWc8bvkriBthvHKY8d,0.515,0.479,-7.458,0.0261,0.544,88.964,0.191,0.284
ATTENTION,Joji,5aqu5xhPqoOWqF71PkfgM8,0.787,0.312,-12.401,0.0383,0.895,119.899,0.115,0.425
YEAH RIGHT,Joji,1VGzxJnVQND7Cg5H5wGj14,0.672,0.588,-9.573,0.133,0.619,169.033,0.0992,0.204
CAN'T GET OVER YOU (feat. Clams Casino),Joji,39oeKRgsLeynDIbWuXyA47,0.9,0.316,-8.797,0.332,0.684,129.914,0.0853,0.844
Sanctuary,Joji,3xaugmCyXrVkrDTXbFkMW3,0.552,0.65,-7.199,0.128,0.422,167.788,0.372,0.316
Run,Joji,6p8eEdiZLKJH8tcjGZuNTK,0.447,0.72,-3.954,0.0332,0.0416,157.892,0.614,0.362
Bitter,Korantemaa,4PqkKpjewUWKxA7NA9hRGd,0.574,0.38,-7.996,0.0926,0.621,83.347,0.12,0.125
Fruit,Korantemaa,7tIxjMNWac2g3BTUQltTcV,0.419,0.0713,-16.556,0.0385,0.978,118.164,0.0797,0.0573
observing / staring,Korantemaa,2lfy3wnV70j5CP9Bn8p5oV,0.513,0.22,-12.194,0.0322,0.983,124.797,0.0995,0.279
matches,Korantemaa,4YEba8GZOVMqn6GxO0IqE7,0.731,0.486,-6.269,0.0294,0.708,96.015,0.188,0.623
Porcelain,Moby,2oqcM9cd19JrVS9jAvciUm,0.551,0.628,-7.874,0.0294,0.00133,95.03,0.282,0.336
Live Well,Palace,2H30WL3exSctlDC9GyRbD4,0.496,0.644,-5.385,0.0269,0.264,96.017,0.0695,0.435
Woo,Rihanna,3HQcsqRjRdruUjkbDSgmVF,0.42,0.466,-5.298,0.0326,0.0546,115.004,0.298,0.185
Needed Me,Rihanna,1Tt4sE4pXi57mTD1GCzsqm,0.671,0.314,-8.091,0.244,0.11,110.898,0.0825,0.296
"Yeah, I Said It",Rihanna,7eDYNlBwRMeFOZHOZ95dZ1,0.509,0.38,-7.479,0.158,0.547,127.88,0.36,0.249
Consideration,Rihanna,6t90Z9XkdsHD8xMxro6KRP,0.883,0.584,-2.102,0.0465,0.0392,144.975,0.0869,0.784
Same Ol’ Mistakes,Rihanna,6RtzmszGXs32TRhv5zTKNM,0.44,0.803,-5.415,0.0443,0.199,151.777,0.0591,0.501
Think About U (feat. Joji),Ryan Hemsworth,6zPfTyYXLUffYcvLcFThRq,0.363,0.352,-10.116,0.0333,0.857,121.786,0.253,0.0523
A Fan's Mail (Tron Song Suite II),Thundercat,6qXNCWY49AaZ5nfp9AJIc5,0.494,0.657,-13.345,0.0927,0.819,191.468,0.113,0.348
Funny Thing,Thundercat,1c5CllrZr45UBhWpIqM332,0.586,0.893,-8.772,0.439,0.827,140.023,0.212,0.65
Yoko,Terno Rei,7sdSvGV4jqP4uqFSLxzfKj,0.656,0.428,-8.616,0.0278,0.247,130.964,0.162,0.355
Solidão de Volta,Terno Rei,1UuefxfoM7lo2qNO3kPmWz,0.637,0.756,-7.441,0.0335,0.135,82.007,0.265,0.44
São Paulo,Terno Rei,4HY5N0XAY23BXwpj3mzNbD,0.657,0.439,-9.036,0.0306,0.267,121.997,0.111,0.268
93,Terno Rei,2N32NWKgGquE4qHyLJM7Ml,0.726,0.487,-8.377,0.0273,0.132,126.005,0.114,0.626
Luzes de Natal,Terno Rei,65lCWfbUVg4BeiJbgl6QpJ,0.454,0.552,-8.009,0.0287,0.259,170.014,0.207,0.305
A Prosa,Terno Rei,6W8TTr0sNXOOlGsUvuZp7G,0.587,0.521,-7.931,0.0258,0.59,110.985,0.0816,0.194
Um Dia Após O Outro - Ao Vivo,Tiago Iorc,4VmwzRiUoKngGwFNiivgEO,0.452,0.262,-17.592,0.0351,0.144,72.258,0.717,0.268
Laços,Toranja,02C3PWt0aulSsLytVRIt5x,0.634,0.333,-9.097,0.0297,0.131,67.499,0.0916,0.0765
Eu Não Tenho Quem Me Abrace Neste Inverno,Valter Lobo,7GqPrJFgOLnfIV6xeSsWL4,0.631,0.546,-11.107,0.0318,0.821,150.057,0.116,0.389
Para Sentir Mais Dou de Mim Mais,Valter Lobo,2n9HST08bQ3BoyRNimF5Sm,0.257,0.372,-10.833,0.0331,0.622,103.75,0.1,0.0563
Mediterrâneo,Valter Lobo,2lDWB98PD2bGqlMBEIQz6K,0.33,0.406,-9.704,0.0259,0.287,83.183,0.121,0.146
Oeste,Valter Lobo,3MWkfCLsw75CfTjbpQe6MH,0.745,0.382,-10.761,0.0332,0.254,120.034,0.148,0.516
Tenho Saudades,Valter Lobo,1fbK5yt8ZyFqTTQgsmXVEm,0.399,0.481,-10.367,0.0362,0.684,166.096,0.0835,0.303
O Governo Não Sabe Nada do Nosso Amor,Valter Lobo,5ODWccnRtugg7iAYvp6qje,0.623,0.484,-10.178,0.0267,0.331,99.995,0.0998,0.219
Guarda-me Esta Noite,Valter Lobo,1ST4XYajQ8RVuozkQ4M4LP,0.326,0.406,-8.129,0.0339,0.748,154.249,0.0978,0.278
Supernós,Valter Lobo,2dz4wo36Kk45IAZZwdSela,0.329,0.282,-11.483,0.0319,0.202,123.586,0.147,0.143
Quem Me Dera,Valter Lobo,4m1KsLnr0vI8nntJnsrXTI,0.414,0.065,-11.982,0.0339,0.936,174.679,0.108,0.411
Cor De Marte,ANAVITÓRIA,34NtMRsQ0J3n6W6m62ZoJH,0.706,0.261,-9.194,0.0348,0.775,123.81,0.116,0.144
Porque Eu Te Amo,ANAVITÓRIA,3idU6lZVKD6hvGjnpSHde8,0.581,0.613,-9.444,0.0372,0.623,90.098,0.212,0.214
A Gente Junto,ANAVITÓRIA,6AFA2QKlJfTdfKJqnBI3aB,0.762,0.208,-14.136,0.0386,0.894,119.891,0.109,0.43
Calendário,ANAVITÓRIA,0CLOJU0EhFXQWOmJkR8gFy,0.559,0.266,-10.134,0.0394,0.833,137.482,0.119,0.16
Canção De Hotel,ANAVITÓRIA,4oNWSOGTQxNxhapHgpgFfP,0.705,0.365,-11.316,0.0515,0.659,159.799,0.0976,0.397
Cecília,ANAVITÓRIA,2jV5XDF1xZRT6US9jiME2i,0.469,0.052,-15.808,0.0411,0.986,132.039,0.0745,0.293
Perdoa,ANAVITÓRIA,7HZKPjrStKgnQSigwWEvia,0.676,0.41,-10.014,0.0734,0.722,149.948,0.144,0.62
"Ai, Amor",ANAVITÓRIA,3bR8wBqLky6b61ROJlaBEF,0.725,0.532,-10.531,0.0457,0.546,103.94,0.0969,0.559
Baianidade Nagô,ANAVITÓRIA,71nJDkBdbSNBVuw6TC9B5v,0.749,0.36,-12.416,0.0325,0.838,94.965,0.179,0.377
Agora Eu Quero Ir,ANAVITÓRIA,118Sg64blKTCMN3KWCajTP,0.728,0.306,-8.82,0.0344,0.507,127.906,0.124,0.329
Corta a Barba,Anaquim,5TEvYkfY7m5C3wW01uWzo8,0.624,0.926,-3.538,0.082,0.484,149.961,0.701,0.887
Pra Você Dar o Nome,5 a Seco,1AqJft5Jpmc2ob71KRL562,0.473,0.261,-12.826,0.0305,0.911,104.133,0.886,0.169
Olinda - Sonhos De Valsa,Alceu Valença,1dANM6EuKv4AZRrlsNPJZD,0.666,0.836,-5.782,0.0733,0.225,115.197,0.314,0.907
"Linda, Louca e Livre",Apanhador Só,02SKVviRahUrRZGg5Bo7B6,0.641,0.307,-14.554,0.0482,0.938,81.663,0.142,0.315
Queima Minha Pele,Baco Exu do Blues,6cySaD4BYMOFlXI3cNS1tL,0.792,0.668,-5.174,0.155,0.11,120.021,0.173,0.322
Mais Ninguém,Banda do Mar,6uFwhB7gVs7ExCAfJD5BWg,0.649,0.622,-6.781,0.0373,0.156,76.478,0.11,0.62
Como Calha,B Fachada,2wWFk93Ng7uMKRQwEz10UE,0.511,0.715,-10.83,0.0321,0.13,159.868,0.132,0.863
Deusa Do Amor - Ao Vivo,Caetano Veloso,2Z6R74YWSGzE1a0BMahvHV,0.477,0.123,-15.851,0.0349,0.943,80.001,0.535,0.348
Circunvalação,Capicua,7vtbJLdj2OLjnasVTUwJKA,0.759,0.648,-6.681,0.0822,0.29,101.993,0.14,0.0776
O Mundo É Um Moinho,Cartola,1xCbDvw3UNReOWq9BbAThc,0.485,0.259,-14.573,0.0578,0.939,83.637,0.11,0.519
Distante,Chico Bernardes,3frLEY1QndOATSQFilrbVs,0.601,0.303,-11.083,0.0315,0.891,113.878,0.102,0.328
Vago,Chico Bernardes,3kDEIfUziLMJxiQsdzpOzL,0.546,0.238,-10.06,0.0333,0.898,109.633,0.0994,0.24
Do Seu Lado,Chico Bernardes,3Qqn9nIzoqnswgO4GJtWku,0.463,0.351,-9.331,0.0285,0.91,151.581,0.109,0.156
Me Encontrar,Chico Bernardes,2aNSWaMQ2VQe0YyRWybn5w,0.542,0.344,-12.558,0.0278,0.9,99.494,0.129,0.23
Enquanto Eu Estiver,Chico Bernardes,5tFQPfMzyqetoUG1fgNnau,0.47,0.632,-9.296,0.0285,0.142,150.059,0.125,0.335
Sem Palavras,Chico Bernardes,6J2qtdkpo7gFgmwBbD3Vz9,0.393,0.293,-12.851,0.0301,0.927,163.88,0.108,0.241
Novo Momento,Chico Bernardes,6XrQ0IcCezJE7oKF5efAgR,0.431,0.223,-12.19,0.0293,0.947,107.54,0.109,0.149
O Espelho,Chico Bernardes,5lJanfklD6mxqpsuSENmjD,0.615,0.715,-9.711,0.0329,0.0832,145.089,0.161,0.806
Eu Te Devoro,Djavan,6wky1KFF0YvgtrFaH4ep9r,0.707,0.656,-6.811,0.0491,0.129,171.987,0.176,0.842
Lembrar Cura,Emmy Curl,7k7jjeTr2GfCO0Vr3Yc4fE,0.283,0.338,-15.955,0.046,0.325,90.346,0.138,0.403
Dança da Lua e do Sol,Emmy Curl,4ORRjwdHskPmVTmAbR2xjL,0.56,0.519,-13.112,0.0388,0.515,82.973,0.088,0.272
Voltas,Entre Aspas,5r1nrHBVDGeDO2HLNb03oQ,0.841,0.662,-9.709,0.0425,0.317,128.066,0.183,0.817
Lembra-Me Um Sonho Lindo,Fausto,5nSY67AiqMOOp4tQpnXFv4,0.46,0.605,-10.58,0.0304,0.284,127.808,0.146,0.561
Ninguém é Quem Queria Ser,Foge Foge Bandido,6lIo8p7y03LZAQMlPKyV3y,0.679,0.357,-14.131,0.024,0.877,77.979,0.581,0.615
Realmente Lindo,Gal Costa,0NuY5u7XWXHHVRfg03vlwO,0.668,0.756,-8.701,0.0508,0.542,191.915,0.131,0.876
Dia feliz,Glockenwise,6ijPYc1PQxH8xRG0NfgX2S,0.477,0.489,-8.883,0.043,0.589,83.261,0.0911,0.785
Não Te Aborreças,Ganso,1HsfrgMJMnpGofrLZi194h,0.703,0.477,-11.049,0.0334,0.365,114.993,0.243,0.137
Soluços,Jards Macalé,6cXEOMbwkXicYqLj2vygWW,0.4,0.618,-8.291,0.0538,0.472,117.346,0.333,0.222
"Ô, Ana",Mallu Magalhães,1ruUd8S25B8MIf5WWR2gid,0.664,0.384,-13.588,0.0351,0.897,144.069,0.0961,0.67
Rosa e Laranja,Mariana Froes,4qhgfXJDzAUTwpDl6aPhEm,0.61,0.495,-7.928,0.0277,0.781,124.833,0.29,0.438
Abril,Mariana Froes,0a6UKSKsRrGX0nQ10qRyxh,0.729,0.369,-11.502,0.0387,0.87,129.928,0.174,0.352
Moça,Mariana Froes,1OdO2jQlJvMlNCKeE93GIv,0.652,0.412,-9.052,0.0422,0.71,150.052,0.156,0.497
Não Faz Sentido,MARO,1oqW7ZtM1shGumLJzTJsv3,0.634,0.394,-11.976,0.0493,0.786,147.791,0.127,0.711
Canto de Ossanha,Marrakesh,79ADNpvSjN3Y1qruTqSAmO,0.392,0.537,-7.342,0.0405,0.523,170.263,0.124,0.232
Um Só Lugar - Ao Vivo,Moreno Veloso,1a7h2VKN96AvjPd9Bkv1Y3,0.505,0.146,-20.565,0.0517,0.973,71.513,0.702,0.375
Feels Like,Murta,3OcFr5pbviuwyj3eRITWA3,0.666,0.633,-6.325,0.103,0.825,139.973,0.356,0.537
Respeitar,Murta,3DfxP9qPh8Kdc2NZAIdY7w,0.697,0.461,-8.664,0.245,0.623,89.952,0.0934,0.446
Porquê,Murta,1kr5gjEkwvWzRvtnRdJkJY,0.623,0.434,-8.606,0.0884,0.477,89.875,0.114,0.14
Luna,Murta,4oc9AsrwiI3VwjIov3K2Rp,0.5,0.133,-15.995,0.0422,0.705,116.065,0.148,0.384
Segredos,Murta,12NSzy1hSbMnvaqA58tnmD,0.498,0.478,-8.725,0.0543,0.228,94.944,0.104,0.199
Saudade,Murta,3bvnMFxqagnLGwLszcIwMD,0.47,0.347,-9.951,0.0497,0.828,139.652,0.116,0.335
Luzes,Murta,1Y2pT7NAyncpsv4ClUGIAy,0.82,0.535,-8.972,0.137,0.27,80.029,0.129,0.694
Channel 33,Murta,2A6kOuin0lfbKXMYjj8SJE,0.603,0.536,-8.318,0.394,0.319,89.451,0.308,0.433
All Star,Nando Reis,0MyIKw2KXvcEjwtQY5H3Ms,0.574,0.486,-9.074,0.0444,0.79,90.039,0.102,0.633
Campos,natália carreira,4COPnBGopMFKcP9qkgqVut,0.709,0.41,-9.394,0.0404,0.508,129.723,0.586,0.0847
Eu Não Preciso de Ninguém,O Terno,4fBLT6i3LJSkOOsgUkMUdJ,0.504,0.69,-4.965,0.037,0.00604,124.279,0.0534,0.693
Morto,O Terno,3pc3vvDpNW212gcRPDn3Bi,0.412,0.366,-10.244,0.127,0.137,188.971,0.121,0.291
